"","numberPerDocket","numberOfCommentsReceived","organization","submitterName","title","commentText","docketTitle"
"3422",68216,2500,NA,NA,"Form Letter from MomsRising [Multiple Signatures=2500] Part 4 of 8","Dear Commissioner Gottlieb:

Please find comments from over 2500 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 4 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3423",68216,3333,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3333] Part 3 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3424",68216,1502,NA,NA,"Form Letter from MomsRising [Multiple Signatures=1502] Part 1 of 8 (Duplicate Submission as FDA-2011-F-0172-2705)","Dear Commissioner Gottlieb:

Please find comments from over 1502 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 1 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3425",68216,2500,NA,NA,"Form Letter from MomsRising [Multiple Signatures=2500] Part 6 of 8","Dear Commissioner Gottlieb:

Please find comments from over 2500 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 6 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3426",68216,3398,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3398] Part 5 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3427",68216,113,NA,NA,"Form Letter from Anonymous [Multiple Signatures=113]","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3428",68216,3393,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3393] Part 2 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3429",68216,3209,NA,NA,"Form Letter from Anonymous [Multiple Signatures=3209] Part 6 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3430",68216,864,NA,NA,"Form Letter from Anonymous [Multiple Signatures=864] Part 6 of 6","Please see attached document for compilation of comments. ","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
"3431",68216,2500,NA,NA,"Form Letter from MomsRising [Multiple Signatures=2500] Part 3 of 8","Dear Commissioner Gottlieb:

Please find comments from 2500 parents attached, asking for immediate implementation of the menu labeling guidelines that were scheduled to take effect in May 2017. (Document is Part 3 of 8)

Guessing games are fun, but not when it comes to knowing what's in the food we give our kids. Menu labeling helps parents and kids make informed choices about what they eat and drink.

Eighty percent of Americans support menu labeling in chain restaurants, and 81% support having restaurants provide information about prepared foods. [1] Families eat out almost twice as often as they did in the 1970s, and kids consume about 1/4 of their daily calories at fast-food and other restaurants. [4] And let's be real: many of the options on the menu aren't healthy. At one popular establishment, a side order of corn bread has over TWICE the calories as a side order of fries. [1]

Menu labeling works! New York City has already implemented menu labeling, and 82% of consumers reported that it has had an impact on what they've ordered. [3]

Labeling will make a big difference when it comes to the health of our families, too. Studies show that providing nutrition information at restaurants can help people make lower calorie choices, and encourage restaurants to introduce lower-calorie items or change recipes to cut calories on current items. [5] It just makes sense all around.

Any delays to implementing menu labeling as proposed is bad news for families.

Menu labeling gives parents the information they need to make healthy choices for their families. Eating out shouldn't be a guessing game.

Sincerely,

Karen Showalter, Senior Campaign Director, Momsrising.org
Kristin Rowe-Finkbeiner, Executive Director, MomsRising.org

1. https://cspinet.org/resource/nutrition-labeling-restaurants-supermarkets-other-food-service-establishments-0
2. https://cspinet.org/protecting-our-health/menu-labeling
3. https://cspinet.org/resource/new-york-city-rave-reviews-menu-labeling
4. http://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/food-away-from-home.aspx#.UuATMRAo7ct
5. http://www.rwjf.org/en/library/articles-and-news/2017/07/comments-from-richard-besser-on-nutrition-labeling-of-menu-items-in-restaurants-and-retail-food- establishments.html","Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments"
